pa,avg,chase_pct,avg_ev,season,full_name,birth_year_clean,age
403.0,0.05792276964047936,0.3464566929133858,81.38520710059164,2023.0,Connor Wong,1996,27.0
401.0,0.05515759312320917,0.3589041095890411,81.58608695652173,2023.0,Paul DeJong,1993,30.0
402.0,0.05084745762711865,0.27103960396039606,82.6302554027505,2023.0,Ramón Laureano,1994,29.0
340.0,0.04561911658218682,0.2977602108036891,84.04879032258056,2023.0,Gavin Sheets,1996,27.0
382.0,0.06685837526959022,0.31092436974789917,82.7416666666667,2023.0,Edward Olivares,1996,27.0
349.0,0.061894108873974646,0.27896995708154504,81.87403846153846,2023.0,Yoán Moncada,1995,28.0
593.0,0.06504770164787511,0.297275641025641,86.5465317919075,2023.0,Shohei Ohtani,1994,29.0
725.0,0.07992565055762081,0.22521246458923513,86.40430769230781,2023.0,Ronald Acuña Jr.,1997,26.0
558.0,0.07255008121277748,0.365702479338843,82.8274584929757,2023.0,Keibert Ruiz,1998,25.0
298.0,0.05850585058505851,0.4312796208530806,81.6880341880342,2023.0,Elehuris Montero,1998,25.0
403.0,0.056103575832305796,0.31363636363636366,83.08288973384028,2023.0,Jesús Sánchez,1997,26.0
607.0,0.06609808102345416,0.24614134849715677,84.83069164265123,2023.0,William Contreras,1997,26.0
577.0,0.05145413870246085,0.28054298642533937,81.33029150823828,2023.0,Daulton Varsho,1996,27.0
500.0,0.05533199195171026,0.17292490118577075,83.1182776801407,2023.0,Lars Nootbaar,1997,26.0
683.0,0.07067424857839155,0.3043824701195219,81.86325051759833,2023.0,Nico Hoerner,1997,26.0
707.0,0.06448126801152737,0.2766251728907331,85.30420711974118,2023.0,Austin Riley,1997,26.0
294.0,0.06813819577735125,0.29593810444874274,80.33903614457827,2023.0,Nick Madrigal,1997,26.0
207.0,0.04252873563218391,0.23293172690763053,84.6190697674419,2023.0,Trevor Larnach,1997,26.0
465.0,0.06722189173111243,0.388412017167382,83.99092331768391,2023.0,Ryan Mountcastle,1997,26.0
521.0,0.07093700370566437,0.3059548254620123,85.49629629629631,2023.0,Ke'Bryan Hayes,1997,26.0
666.0,0.06519114688128773,0.21662669864108713,83.89091903719918,2023.0,Kyle Tucker,1997,26.0
526.0,0.051585423568386184,0.19850885368126747,83.20325203252033,2023.0,Jonathan India,1996,27.0
562.0,0.05163283318623124,0.31380417335473515,83.68432934926963,2023.0,Cal Raleigh,1996,27.0
322.0,0.053881278538812784,0.25493716337522443,81.92475247524752,2023.0,Nick Fortes,1996,27.0
547.0,0.04127411395244504,0.21727515583259127,83.26774716369523,2023.0,Trent Grisham,1996,27.0
526.0,0.0602990834539315,0.2855750487329435,81.8676136363635,2023.0,Matt Vierling,1996,27.0
515.0,0.05669844455594581,0.23846153846153847,84.5766839378238,2023.0,Tyler Stephenson,1996,27.0
720.0,0.054989816700611,0.20836054866100587,83.25199999999998,2023.0,Nathaniel Lowe,1995,28.0
688.0,0.052056789224608664,0.22986923606331727,83.39014557670782,2023.0,Ian Happ,1994,29.0
658.0,0.06153184165232358,0.3346905537459283,81.46323060573857,2023.0,Ty France,1994,29.0
434.0,0.05272727272727273,0.30089485458612975,83.48274021352309,2023.0,Brandon Lowe,1994,29.0
346.0,0.060755336617405585,0.3555219364599092,80.73026004728133,2023.0,Harrison Bader,1994,29.0
510.0,0.05688935281837161,0.23684210526315788,78.62275960170696,2023.0,Myles Straw,1994,29.0
311.0,0.06278434940855324,0.2905027932960894,82.52236180904525,2023.0,Kyle Isbel,1997,26.0
607.0,0.06843065693430657,0.3007246376811594,82.64225028702647,2023.0,Alec Bohm,1996,27.0
515.0,0.05461767626613704,0.18028169014084508,83.36974110032368,2023.0,LaMonte Wade Jr.,1994,29.0
375.0,0.052781740370898715,0.31466666666666665,83.4468546637744,2023.0,Seth Brown,1992,31.0
306.0,0.062037037037037036,0.31382978723404253,78.8367901234568,2023.0,Jake McCarthy,1997,26.0
292.0,0.03586321934945788,0.2608695652173913,79.79857142857142,2023.0,Nick Maton,1997,26.0
628.0,0.06744604316546762,0.3582580115036976,81.85433168316827,2023.0,Jeremy Peña,1997,26.0
635.0,0.0648838228846997,0.32310177705977383,84.22131350681535,2023.0,Fernando Tatis Jr.,1999,24.0
676.0,0.06624472573839663,0.2873015873015873,84.75090497737555,2023.0,Vladimir Guerrero Jr.,1999,24.0
701.0,0.05603448275862069,0.16644993498049415,86.17950713359276,2023.0,Juan Soto,1998,25.0
555.0,0.06589147286821706,0.28234183191690276,81.86527590847913,2023.0,Leody Taveras,1998,25.0
328.0,0.05352591333899745,0.27491408934707906,80.89118329466349,2023.0,Oswaldo Cabrera,1999,24.0
375.0,0.05858585858585859,0.2669220945083014,83.73608247422679,2023.0,Jazz Chisholm Jr.,1998,25.0
494.0,0.06631455399061033,0.345372460496614,77.07557377049184,2023.0,Esteury Ruiz,1999,24.0
608.0,0.06060606060606061,0.398538961038961,79.0473804100228,2023.0,Andrés Giménez,1998,25.0
236.0,0.06747787610619468,0.29957805907172996,82.91894150417828,2023.0,Freddy Fermin,1995,28.0
423.0,0.06168647425014148,0.2608695652173913,82.48689217758985,2023.0,Nolan Jones,1998,25.0
320.0,0.0627062706270627,0.3308931185944363,82.89746835443043,2023.0,Alex Kirilloff,1997,26.0
503.0,0.06756085444610035,0.3566820276497696,81.51633522727269,2023.0,Josh Lowe,1998,25.0
322.0,0.07538994800693241,0.4664484451718494,82.92222222222222,2023.0,Mickey Moniak,1998,25.0
342.0,0.05517762660619804,0.2790346907993967,80.9237037037037,2023.0,Blake Sabol,1998,25.0
323.0,0.060351413292589765,0.19111111111111112,82.91940700808622,2023.0,Will Benson,1998,25.0
596.0,0.0787655458314141,0.36543654365436545,82.80222222222226,2023.0,Bo Bichette,1998,25.0
256.0,0.04747774480712166,0.24906367041198502,82.33892045454544,2023.0,Dylan Carlson,1998,25.0
231.0,0.04766734279918864,0.23946360153256704,81.54955223880592,2023.0,Bo Naylor,2000,23.0
409.0,0.05367913148371532,0.1423650975889782,83.121377672209,2023.0,Edouard Julien,1999,24.0
429.0,0.05922270203578038,0.2890716803760282,84.4916317991632,2023.0,Christopher Morel,1999,24.0
256.0,0.04897959183673469,0.27485380116959063,81.68235294117645,2023.0,Rodolfo Castro,1999,24.0
628.0,0.05427298501417578,0.296028880866426,84.7154328732748,2023.0,Adolis García,1993,30.0
585.0,0.06577119036591014,0.3032258064516129,82.8972255729795,2023.0,Lourdes Gurriel Jr.,1993,30.0
322.0,0.056074766355140186,0.3,80.8153846153846,2023.0,Corey Julks,1996,27.0
525.0,0.054519368723098996,0.2732974910394265,85.06160714285718,2023.0,Brent Rooker,1994,29.0
649.0,0.05416991426344505,0.2755244755244755,84.84280104712039,2023.0,Randy Arozarena,1995,28.0
346.0,0.05021216407355021,0.27671232876712326,81.09168831168829,2023.0,Nick Pratto,1998,25.0
367.0,0.052142857142857144,0.22672672672672672,83.83768115942038,2023.0,Jake Rogers,1995,28.0
304.0,0.04280821917808219,0.19968051118210864,81.65470085470082,2023.0,JJ Bleday,1997,26.0
661.0,0.06073500967117988,0.2404870624048706,82.8688106796117,2023.0,Spencer Steer,1997,26.0
357.0,0.049168474331164135,0.25314685314685315,81.38008849557528,2023.0,Akil Baddoo,1998,25.0
241.0,0.0665024630541872,0.3691931540342298,83.5055737704918,2023.0,Andrew Knizner,1995,28.0
634.0,0.06119951040391677,0.2599118942731278,84.82107904642405,2023.0,Bryan Reynolds,1995,28.0
233.0,0.055288461538461536,0.3642691415313225,85.79775280898872,2023.0,Mark Vientos,1999,24.0
240.0,0.0757918552036199,0.28475336322869954,83.69427609427613,2023.0,Royce Lewis,1999,24.0
447.0,0.04974271012006861,0.272305909617613,79.63778135048233,2023.0,Brice Turang,1999,24.0
682.0,0.0561877667140825,0.23401450230718523,82.71498405951112,2023.0,Adley Rutschman,1998,25.0
350.0,0.0586890243902439,0.2564885496183206,81.7828571428571,2023.0,Josh Rojas,1994,29.0
599.0,0.05283178360101437,0.26989335520918784,85.77227722772273,2023.0,MJ Melendez,1998,25.0
469.0,0.05747126436781609,0.2557471264367816,83.69509090909096,2023.0,Brandon Marsh,1997,26.0
487.0,0.04896221394358701,0.31237113402061856,84.54125412541254,2023.0,Shea Langeliers,1997,26.0
433.0,0.05575539568345324,0.23076923076923078,85.18453038674033,2023.0,Sean Murphy,1994,29.0
331.0,0.061049011177987965,0.2664359861591695,81.74387990762128,2023.0,Nick Senzel,1995,28.0
523.0,0.06685714285714285,0.2847380410022779,83.84923076923077,2023.0,Tommy Edman,1995,28.0
545.0,0.053842613897837094,0.24892334194659776,82.63684879288441,2023.0,Will Smith,1995,28.0
532.0,0.045641259698767686,0.18313458262350937,83.51202090592339,2023.0,Jack Suwinski,1998,25.0
254.0,0.05870236869207003,0.252,81.21250000000002,2023.0,Santiago Espinal,1994,29.0
459.0,0.05237045203969129,0.2780040733197556,83.88267148014455,2023.0,Nolan Gorman,2000,23.0
540.0,0.06146926536731634,0.3851921274601687,84.68563049853377,2023.0,Jake Burger,1996,27.0
330.0,0.05866900175131348,0.2912966252220249,78.87818181818182,2023.0,Nick Allen,1998,25.0
277.0,0.05514316012725345,0.38589211618257263,81.71747311827951,2023.0,Casey Schmitt,1999,24.0
231.0,0.03862660944206009,0.22245322245322247,81.09235880398666,2023.0,Josh Smith,1997,26.0
209.0,0.0665024630541872,0.2586605080831409,81.73965517241378,2023.0,Jared Triolo,1998,25.0
560.0,0.06921587608906099,0.3089430894308943,83.44259818731112,2023.0,Austin Hays,1995,28.0
435.0,0.042686397268070574,0.19805194805194806,81.13400000000004,2023.0,Alex Call,1994,29.0
262.0,0.0525783619817998,0.26666666666666666,80.87743732590526,2023.0,Nicky Lopez,1995,28.0
405.0,0.058981233243967826,0.3141104294478528,82.14592760181002,2023.0,Luke Raley,1994,29.0
253.0,0.04522613065326633,0.1638655462184874,81.20515463917528,2023.0,Zack Short,1995,28.0
256.0,0.05247524752475247,0.2694394213381555,84.04915254237294,2023.0,Matt Wallner,1997,26.0
489.0,0.06472846955567746,0.2608267716535433,85.70515806988357,2023.0,Yordan Alvarez,1997,26.0
571.0,0.053863134657836646,0.28346456692913385,83.77454764776834,2023.0,Isaac Paredes,1999,24.0
348.0,0.04455807158509861,0.17883755588673622,81.71873479318737,2023.0,Taylor Walls,1996,27.0
548.0,0.06451612903225806,0.24554826616682288,79.31913043478268,2023.0,TJ Friedl,1995,28.0
496.0,0.05686965274282838,0.2214828897338403,84.1879736408567,2023.0,Triston Casas,2000,23.0
337.0,0.05378020265003897,0.31798561151079136,80.74374999999999,2023.0,Drew Waters,1998,25.0
479.0,0.0716435881998796,0.30978260869565216,82.95480480480482,2023.0,Luis García Jr.,2000,23.0
533.0,0.0773277222514466,0.3834355828220859,84.18319444444451,2023.0,Michael Harris II,2001,22.0
353.0,0.05483405483405483,0.2664714494875549,82.15555555555551,2023.0,Patrick Bailey,1999,24.0
411.0,0.05721393034825871,0.2870699881376038,83.63849462365592,2023.0,Jarred Kelenic,1999,24.0
343.0,0.05007587253414264,0.3328290468986384,82.57482185273166,2023.0,Gabriel Arias,2000,23.0
419.0,0.05532170775706555,0.26666666666666666,82.53115577889446,2023.0,Alejandro Kirk,1998,25.0
294.0,0.05649717514124294,0.36964285714285716,82.92269326683294,2023.0,Jordan Diaz,2000,23.0
373.0,0.06473364801078894,0.25885558583106266,83.75376782077389,2023.0,Gabriel Moreno,2000,23.0
515.0,0.06494845360824743,0.2054794520547945,84.57201834862386,2023.0,Maikel Garcia,2000,23.0
494.0,0.05060728744939271,0.17036290322580644,79.0842767295597,2023.0,Geraldo Perdomo,1999,24.0
220.0,0.06582633053221289,0.2914285714285714,81.23493150684929,2023.0,Tucupita Marcano,1999,24.0
373.0,0.0796812749003984,0.4352773826458037,83.8779727095517,2023.0,Yainer Diaz,1998,25.0
583.0,0.06601123595505617,0.40367775831873903,82.73683527885859,2023.0,Luis Robert Jr.,1997,26.0
620.0,0.05180952380952381,0.20502749410840534,80.9577065351418,2023.0,Ha-Seong Kim,1995,28.0
587.0,0.06142916840785625,0.19779286926994907,83.89960053262315,2023.0,Seiya Suzuki,1994,29.0
511.0,0.06607700312174818,0.33006856023506365,82.45315315315315,2023.0,Josh Jung,1998,25.0
228.0,0.06352941176470588,0.28153153153153154,83.89204152249141,2023.0,Jordan Westburg,1999,24.0
496.0,0.04629168740666999,0.19219512195121952,84.10060120240479,2023.0,Ryan Noda,1996,27.0
346.0,0.06363636363636363,0.33798449612403103,83.81774193548384,2023.0,Alec Burleson,1998,25.0
280.0,0.04657534246575343,0.29462738301559793,78.19747899159665,2023.0,José Caballero,1996,27.0
335.0,0.05529225908372828,0.26489028213166144,81.15487528344667,2023.0,Jake Meyers,1996,27.0
227.0,0.056009334889148193,0.31919642857142855,80.26875,2023.0,Alan Trejo,1996,27.0
457.0,0.06274957216200798,0.3019853709508882,81.67061946902658,2023.0,Chas McCormick,1995,28.0
487.0,0.06580366774541532,0.2627027027027027,83.19261939218525,2023.0,Wander Franco,2001,22.0
707.0,0.0724755700325733,0.37432744043043814,85.13138357705286,2023.0,Julio Rodríguez,2000,23.0
440.0,0.06866952789699571,0.37656427758816835,82.23802345058637,2023.0,Ezequiel Duran,1999,24.0
399.0,0.059025394646533974,0.33518776077885953,82.79881656804731,2023.0,Alek Thomas,2000,23.0
689.0,0.06709628506444276,0.3093841642228739,83.27850655903134,2023.0,Bobby Witt Jr.,2000,23.0
368.0,0.05126452494873548,0.283289817232376,80.63799999999996,2023.0,Ji Hwan Bae,1999,24.0
296.0,0.04309586631486367,0.21232876712328766,81.29405684754525,2023.0,Miguel Vargas,1999,24.0
605.0,0.0654627539503386,0.4239401496259352,80.4165701042874,2023.0,Ezequiel Tovar,2001,22.0
212.0,0.05897114178168131,0.2842377260981912,80.53381818181818,2023.0,Liover Peguero,2000,23.0
679.0,0.05157278712509144,0.23577235772357724,85.51223344556686,2023.0,Spencer Torkelson,1999,24.0
402.0,0.06483180428134556,0.2542579075425791,83.04861995753714,2023.0,Matt McLain,1999,24.0
706.0,0.06220095693779904,0.21124620060790272,80.4342342342342,2023.0,Steven Kwan,1997,26.0
363.0,0.07116920842411038,0.29871977240398295,82.57544204322194,2023.0,Jarren Duran,1996,27.0
337.0,0.061526479750778816,0.30428571428571427,82.55812807881773,2023.0,Ryan Jeffers,1997,26.0
255.0,0.04757185332011893,0.29233511586452765,85.09446254071662,2023.0,Henry Davis,1999,24.0
300.0,0.0636604774535809,0.288695652173913,83.55166666666666,2023.0,Zack Gelof,1999,24.0
314.0,0.06451612903225806,0.3146853146853147,81.12678571428576,2023.0,Owen Miller,1996,27.0
366.0,0.06564551422319474,0.22925457102672292,83.01174089068827,2023.0,Brendan Donovan,1997,26.0
636.0,0.06271642939592151,0.2935126582278481,82.39118572927602,2023.0,Bryson Stott,1997,26.0
461.0,0.0667818077144502,0.3359288097886541,82.97415730337083,2023.0,Kerry Carpenter,1997,26.0
560.0,0.05272564789991063,0.253955037468776,81.75039999999997,2023.0,James Outman,1997,26.0
423.0,0.05056890012642225,0.26198830409356727,84.27665952890791,2023.0,Francisco Alvarez,2001,22.0
253.0,0.06484641638225255,0.2536997885835095,81.89999999999998,2023.0,Luis Matos,2002,21.0
427.0,0.05254041570438799,0.3302083333333333,83.0525911708253,2023.0,Elly De La Cruz,2002,21.0
205.0,0.05408970976253298,0.26354679802955666,82.32037735849057,2023.0,Endy Rodríguez,2000,23.0
612.0,0.06391848077813803,0.34814143245693563,81.27069377990426,2023.0,CJ Abrams,2000,23.0
409.0,0.06356680400235433,0.2645381984036488,83.29963031423294,2023.0,Riley Greene,2000,23.0
642.0,0.06815259322760395,0.28174603174603174,82.66679245283018,2023.0,Corbin Carroll,2000,23.0
618.0,0.061268209083119106,0.2673434856175973,84.30753246753247,2023.0,Gunnar Henderson,2001,22.0
597.0,0.04988962472406181,0.2885443583118002,82.97215528781796,2023.0,Anthony Volpe,2001,22.0
384.0,0.05074424898511502,0.27430093209054596,83.76396396396395,2023.0,Brett Baty,1999,24.0
611.0,0.06441581519324745,0.3164029975020816,84.28934010152284,2023.0,Andrew Vaughn,1998,25.0
223.0,0.05548996458087367,0.2903930131004367,79.11077441077445,2023.0,Sal Frelick,2000,23.0
256.0,0.058521560574948665,0.32386363636363635,83.72341597796141,2023.0,Vinnie Pasquantino,1997,26.0
431.0,0.051923076923076926,0.32063882063882065,80.2217038539554,2023.0,Brenton Doyle,1998,25.0
457.0,0.05444444444444444,0.3218884120171674,81.99146164978295,2023.0,Michael Massey,1998,25.0
453.0,0.07174323473882946,0.38300653594771245,80.40225669957692,2023.0,Will Brennan,1998,25.0
412.0,0.04860661049902787,0.2907975460122699,82.84581497797357,2023.0,Joey Wiemer,1999,24.0
330.0,0.05204163330664532,0.25118483412322273,82.29879227053137,2023.0,Zach Neto,2001,22.0
241.0,0.06535947712418301,0.3649193548387097,83.2247706422019,2023.0,Christian Encarnacion-Strand,1999,24.0
460.0,0.07151741293532338,0.3333333333333333,82.73716814159292,2023.0,Jordan Walker,2002,21.0
257.0,0.05752212389380531,0.3975659229208925,80.97523809523807,2023.0,Oscar Colás,1998,25.0
576.0,0.0715622076707203,0.27392120075046905,84.38532608695662,2023.0,Masataka Yoshida,1993,30.0
262.0,0.06363636363636363,0.32575757575757575,82.78965517241383,2024.0,David Peralta,1987,37.0
489.0,0.060836501901140684,0.2953813104189044,80.11060382916058,2024.0,Charlie Blackmon,1986,38.0
312.0,0.06513105639396347,0.2987220447284345,81.94977168949774,2024.0,Donovan Solano,1987,37.0
503.0,0.0505099562894609,0.172147001934236,82.96430976430983,2024.0,Andrew McCutchen,1986,38.0
526.0,0.05248744865358284,0.25289403383793413,81.22604938271603,2024.0,Justin Turner,1984,40.0
583.0,0.05222270176952956,0.23325262308313155,83.71962365591398,2024.0,Carlos Santana,1986,38.0
332.0,0.07264957264957266,0.2722689075630252,80.46740576496681,2024.0,Miguel Rojas,1989,35.0
482.0,0.057519788918205805,0.18722466960352424,84.49896373056988,2024.0,Tommy Pham,1988,36.0
497.0,0.05132037867463876,0.30092592592592593,83.4338533541341,2024.0,J.D. Martinez,1987,37.0
637.0,0.055,0.2970679012345679,84.62614155251148,2024.0,Paul Goldschmidt,1987,37.0
668.0,0.07672634271099744,0.3757621951219512,80.99415073115861,2024.0,Jose Altuve,1990,34.0
362.0,0.06449221645663454,0.3080357142857143,81.45053533190573,2024.0,Starling Marte,1988,36.0
338.0,0.055597867479055596,0.27031019202363366,83.74375000000006,2024.0,Travis d'Arnaud,1989,35.0
610.0,0.06282051282051282,0.26558704453441295,82.84743169398904,2024.0,Freddie Freeman,1989,35.0
243.0,0.05303030303030303,0.255079006772009,85.13698630136986,2024.0,Yasmani Grandal,1988,36.0
245.0,0.046296296296296294,0.312621359223301,82.84289940828403,2024.0,Jason Heyward,1989,35.0
228.0,0.050061050061050064,0.2898550724637681,84.75200000000004,2024.0,DJ LeMahieu,1988,36.0
358.0,0.05476369092273068,0.3398876404494382,82.34619771863117,2024.0,Anthony Rizzo,1989,35.0
447.0,0.05368360936607653,0.30184581976112923,86.78749999999997,2024.0,Giancarlo Stanton,1989,35.0
642.0,0.07063030844881538,0.4270101483216237,84.90749999999994,2024.0,Salvador Perez,1990,34.0
232.0,0.046511627906976744,0.2889344262295082,79.06147058823524,2024.0,Wilmer Flores,1991,33.0
675.0,0.06572769953051644,0.26398491514770583,85.15893271461718,2024.0,Marcell Ozuna,1990,34.0
245.0,0.044221105527638194,0.15667311411992263,81.39599999999999,2024.0,Robbie Grossman,1989,35.0
262.0,0.05293551491819057,0.2749529190207156,82.65250737463126,2024.0,Kyle Higashioka,1990,34.0
232.0,0.05620608899297424,0.3380614657210402,81.4593333333334,2024.0,James McCann,1990,34.0
228.0,0.05022321428571429,0.17176470588235293,82.47038216560506,2024.0,Anthony Rendon,1990,34.0
701.0,0.0594059405940594,0.25510976532929597,82.3982328482329,2024.0,Marcus Semien,1990,34.0
596.0,0.053595968850206135,0.24062214089661482,81.40672823218998,2024.0,George Springer,1989,35.0
311.0,0.057971014492753624,0.340036563071298,81.20900900900895,2024.0,Christian Vázquez,1990,34.0
303.0,0.06451612903225806,0.301707779886148,82.17088607594941,2024.0,Ildemaro Vargas,1991,33.0
279.0,0.06941838649155722,0.2862190812720848,85.03205128205127,2024.0,Randal Grichuk,1991,33.0
624.0,0.06503728251864126,0.33526430123099205,83.57773972602739,2024.0,Bryce Harper,1992,32.0
341.0,0.06535433070866142,0.3278443113772455,81.46933045356374,2024.0,Elias Díaz,1990,34.0
625.0,0.05785123966942149,0.2728744939271255,83.08688946015428,2024.0,Eugenio Suárez,1991,33.0
458.0,0.06362545018007203,0.36611374407582936,80.78629148629152,2024.0,Gio Urshela,1991,33.0
616.0,0.06584536958368734,0.2991735537190083,82.33927355278092,2024.0,Nolan Arenado,1991,33.0
235.0,0.05515587529976019,0.3357487922705314,81.97660256410255,2024.0,Kyle Farmer,1990,34.0
411.0,0.04528985507246377,0.23894862604540024,84.66478260869566,2024.0,Mitch Haniger,1990,34.0
386.0,0.0560875512995896,0.2641242937853107,82.88173076923069,2024.0,Enrique Hernández,1991,33.0
268.0,0.04433962264150943,0.19727891156462585,83.9892361111111,2024.0,Max Muncy,1990,34.0
403.0,0.05216284987277354,0.22553699284009546,83.38953488372093,2024.0,Jon Singleton,1991,33.0
286.0,0.04207699194270367,0.30212014134275617,80.79999999999997,2024.0,Michael A. Taylor,1991,33.0
534.0,0.05282498851630684,0.2439236111111111,83.17429340511441,2024.0,Christian Walker,1991,33.0
471.0,0.052050473186119876,0.2359081419624217,84.27169179229476,2024.0,Mike Yastrzemski,1990,34.0
342.0,0.06013878180416345,0.2959770114942529,83.53956310679604,2024.0,Willson Contreras,1992,32.0
295.0,0.08582089552238806,0.391713747645951,81.24806866952791,2024.0,Jose Iglesias,1990,34.0
451.0,0.04980842911877394,0.23585912486659552,81.36904347826089,2024.0,Mark Canha,1989,35.0
651.0,0.0669029685423128,0.3781942078364566,82.04971623155505,2024.0,Nick Castellanos,1992,32.0
351.0,0.03936411809235428,0.26015037593984963,82.32004504504509,2024.0,Brandon Drury,1992,32.0
683.0,0.06451612903225806,0.18493150684931506,87.67424042272123,2024.0,Aaron Judge,1992,32.0
618.0,0.06938954765041722,0.3012589928057554,85.57384259259263,2024.0,Manny Machado,1992,32.0
439.0,0.0563049853372434,0.29979035639413,84.41818181818188,2024.0,Joc Pederson,1992,32.0
402.0,0.06472919418758256,0.3042895442359249,83.25966850828729,2024.0,J.T. Realmuto,1991,33.0
415.0,0.05559065066329753,0.2628361858190709,83.66534090909094,2024.0,Hunter Renfroe,1992,32.0
309.0,0.043555555555555556,0.3469387755102041,82.89064039408868,2024.0,Eddie Rosario,1991,33.0
301.0,0.06796941376380629,0.2561349693251534,83.89689119170984,2024.0,Christian Yelich,1991,33.0
329.0,0.050793650793650794,0.25970149253731345,79.3719646799117,2024.0,Whit Merrifield,1989,35.0
440.0,0.06310096153846154,0.2631578947368421,82.73156996587026,2024.0,Xander Bogaerts,1992,32.0
453.0,0.047800108636610536,0.23799582463465555,83.18683274021349,2024.0,Jorge Polanco,1993,31.0
323.0,0.04431438127090301,0.33974358974358976,82.1117359413203,2024.0,Adam Duvall,1988,36.0
271.0,0.05230125523012552,0.32708333333333334,79.51530944625407,2024.0,Kevin Kiermaier,1990,34.0
651.0,0.05914186316196367,0.21898928024502298,84.52366492146601,2024.0,Jurickson Profar,1993,31.0
276.0,0.049281314168377825,0.4257602862254025,82.10771513353117,2024.0,Javier Báez,1992,32.0
343.0,0.061115355233002294,0.337442218798151,80.80086767895875,2024.0,Jake Cave,1992,32.0
682.0,0.06419564386702331,0.26299694189602446,85.59670912951177,2024.0,Francisco Lindor,1993,31.0
209.0,0.04447115384615385,0.1880952380952381,83.10123456790126,2024.0,Austin Slater,1992,32.0
277.0,0.0484304932735426,0.26812816188870153,82.83159609120526,2024.0,Gary Sánchez,1992,32.0
395.0,0.0639614855570839,0.30080213903743314,82.56195652173908,2024.0,Max Kepler,1993,31.0
452.0,0.05558840922531047,0.34675615212527966,82.15942760942768,2024.0,Jeimer Candelario,1993,31.0
296.0,0.06386861313868614,0.2614035087719298,83.47616580310876,2024.0,Ramón Urías,1994,30.0
217.0,0.05667506297229219,0.3626373626373626,78.4972789115647,2024.0,Nick Ahmed,1990,34.0
585.0,0.061611374407582936,0.2756521739130435,82.50505464480875,2024.0,Josh Bell,1992,32.0
487.0,0.06346666666666667,0.21435793731041455,83.66000000000004,2024.0,Mookie Betts,1992,32.0
276.0,0.0634765625,0.26171875,83.86657303370788,2024.0,Victor Caratini,1993,31.0
592.0,0.05075690115761353,0.2758920800696258,82.57174193548393,2024.0,Orlando Arcia,1994,30.0
626.0,0.06260162601626017,0.28805620608899296,83.16308470290772,2024.0,Teoscar Hernández,1992,32.0
564.0,0.06911764705882353,0.26172607879924953,86.47208053691271,2024.0,Ketel Marte,1993,31.0
658.0,0.04865070315469403,0.24193548387096775,84.09100346020773,2024.0,Brandon Nimmo,1993,31.0
529.0,0.07503828483920368,0.3407766990291262,83.14364123159301,2024.0,Trea Turner,1993,31.0
312.0,0.05627705627705628,0.3768595041322314,80.18921348314608,2024.0,Kevin Pillar,1989,35.0
278.0,0.06031128404669261,0.2533589251439539,82.2097402597403,2024.0,Jacob Stallings,1989,35.0
660.0,0.06336707911511061,0.31530249110320285,84.52535344015092,2024.0,José Ramírez,1992,32.0
624.0,0.06482281763180639,0.2334763948497854,83.81076746849946,2024.0,Alex Bregman,1994,30.0
247.0,0.0371900826446281,0.20901639344262296,83.27023809523806,2024.0,Joey Gallo,1993,31.0
309.0,0.05699020480854853,0.24567474048442905,82.43743455497379,2024.0,Carson Kelly,1994,30.0
522.0,0.06894679695982628,0.27531645569620256,84.60918079096045,2024.0,Corey Seager,1994,30.0
497.0,0.053929121725731895,0.18585005279831046,82.18493788819879,2024.0,Jesse Winker,1993,31.0
206.0,0.04648241206030151,0.21293800539083557,78.17360594795538,2024.0,Travis Jankowski,1991,33.0
308.0,0.06542056074766354,0.2469775474956822,82.6598404255319,2024.0,Rob Refsnyder,1991,33.0
302.0,0.055970149253731345,0.3303411131059246,83.44405940594056,2024.0,Joey Meneses,1992,32.0
319.0,0.07413793103448275,0.36006546644844517,81.70191082802545,2024.0,Miguel Andujar,1995,29.0
584.0,0.05619469026548673,0.24242424242424243,83.02073976221928,2024.0,Dansby Swanson,1994,30.0
312.0,0.07604562737642585,0.28460038986354774,80.3837837837838,2024.0,Kevin Newman,1993,31.0
238.0,0.042682926829268296,0.19665271966527198,80.86308724832217,2024.0,Chris Taylor,1990,34.0
354.0,0.0732824427480916,0.2556818181818182,85.97928730512244,2024.0,Carlos Correa,1994,30.0
341.0,0.0617670054730258,0.3261205564142195,82.36492374727668,2024.0,Tyrone Taylor,1994,30.0
375.0,0.06891600861450108,0.32920110192837465,84.9618951612904,2024.0,Byron Buxton,1993,31.0
653.0,0.05667202572347267,0.2091917591125198,83.82161820480403,2024.0,Taylor Ward,1993,31.0
671.0,0.05112834978843441,0.28874172185430463,83.54235055724419,2024.0,Matt Olson,1994,30.0
339.0,0.05807478122513922,0.3029827315541601,80.99832635983263,2024.0,Manuel Margot,1994,30.0
203.0,0.05412371134020619,0.33665835411471323,79.6084745762712,2024.0,Jorge Mateo,1995,29.0
229.0,0.07568238213399504,0.4459770114942529,82.21506849315074,2024.0,Harold Ramírez,1994,30.0
656.0,0.051561911930748966,0.3386537126995142,83.24039024390244,2024.0,Anthony Santander,1994,30.0
688.0,0.05265109380793474,0.25662482566248257,83.38854041013268,2024.0,Pete Alonso,1994,30.0
209.0,0.039627039627039624,0.1897810218978102,77.68266129032261,2024.0,Cavan Biggio,1995,29.0
