pitches,fb_velocity,spin_rate,chase_pct,season,full_name,birth_year_clean,age
1069.0,95.3016393442623,2301.731147540984,0.3514644351464435,2022.0,Shawn Armstrong,1990,32.0
955.0,95.04270833333334,2026.4736842105262,0.3340122199592668,2022.0,Anthony Bass,1987,35.0
782.0,90.69318181818181,2127.840909090909,0.31626506024096385,2022.0,Richard Bleier,1987,35.0
3235.0,97.77749406175771,2430.622921615202,0.3245459871118922,2022.0,Gerrit Cole,1990,32.0
1717.0,95.80754716981133,2130.882075471698,0.3271375464684015,2022.0,Nathan Eovaldi,1990,32.0
1920.0,92.05657894736842,2537.554285714286,0.26673326673326675,2022.0,Sonny Gray,1989,33.0
845.0,92.56016949152544,2352.114406779661,0.22169811320754718,2022.0,Brad Hand,1990,32.0
1419.0,86.88398950131234,2016.3044619422571,0.2994858611825193,2022.0,Kyle Hendricks,1989,33.0
3014.0,91.77945776850886,2205.66527632951,0.2844387755102041,2022.0,Jordan Lyles,1990,32.0
1093.0,90.74,2304.3,0.34192439862542956,2022.0,Collin McHugh,1987,35.0
1727.0,92.08153618906942,2155.0354505169867,0.2779017857142857,2022.0,Jake Odorizzi,1990,32.0
993.0,94.0,2317.6666666666665,0.2410358565737052,2022.0,Bryan Shaw,1987,35.0
726.0,93.60671641791048,2050.313432835821,0.2864321608040201,2022.0,Manny Banuelos,1991,31.0
854.0,95.40689655172413,2299.0443349753696,0.26956521739130435,2022.0,Jeurys Familia,1989,33.0
549.0,93.59954337899545,2172.6559633027523,0.2620689655172414,2022.0,Louis Head,1990,32.0
1639.0,94.74869565217391,2449.1773255813955,0.2780320366132723,2022.0,Michael Lorenzen,1992,30.0
649.0,97.50415512465374,2357.5805555555557,0.2257142857142857,2022.0,Aroldis Chapman,1988,34.0
827.0,90.25,2452.0,0.3490990990990991,2022.0,Brooks Raley,1988,34.0
2044.0,91.87442196531792,2123.1316931982633,0.3458937198067633,2022.0,Ross Stripling,1989,33.0
1059.0,94.93528138528139,2454.9804772234274,0.27450980392156865,2022.0,Yimi García,1990,32.0
2285.0,95.93666323377961,2393.0442842430484,0.32865907099035935,2022.0,Zack Wheeler,1990,32.0
684.0,94.1477495107632,2437.908023483366,0.2761394101876676,2022.0,Tyler Matzek,1990,32.0
825.0,92.7611111111111,2031.851851851852,0.3501144164759725,2022.0,Joely Rodríguez,1991,31.0
1546.0,96.02959183673471,2152.469387755102,0.3088071348940914,2022.0,José Ureña,1991,31.0
1191.0,93.31724137931033,2295.780172413793,0.29296235679214405,2022.0,Luis Cessa,1992,30.0
970.0,94.38717948717948,2438.3025641025642,0.3197879858657244,2022.0,Andrew Bellatti,1991,31.0
2526.0,92.041567695962,2134.372921615202,0.28450920245398775,2022.0,Patrick Corbin,1989,33.0
840.0,94.64207650273224,2326.7972222222224,0.29497907949790797,2022.0,Buck Farmer,1991,31.0
814.0,92.38714285714285,2178.595238095238,0.3260340632603406,2022.0,Dylan Floro,1990,32.0
1031.0,93.46249999999999,2427.701171875,0.24701195219123506,2022.0,Mychal Givens,1990,32.0
1168.0,92.91953551912569,2440.7742818057454,0.3651315789473684,2022.0,Andrew Heaney,1991,31.0
1792.0,92.45964187327823,2254.293388429752,0.29258098223615464,2022.0,Drew Hutchison,1990,32.0
972.0,91.3,2330.0,0.317907444668008,2022.0,Aaron Loup,1987,35.0
905.0,,,0.2736318407960199,2022.0,Steven Matz,1991,31.0
3183.0,93.51635514018692,2291.1069330199766,0.2756792577866137,2022.0,Miles Mikolas,1988,34.0
1038.0,89.156,1971.1020408163265,0.29360967184801384,2022.0,Hoby Milner,1991,31.0
713.0,94.3632768361582,2309.8474576271187,0.33070866141732286,2022.0,Garrett Richards,1988,34.0
909.0,92.53006993006994,2222.81338028169,0.2898832684824903,2022.0,Ryan Tepera,1987,35.0
1212.0,87.96438356164384,2195.5753424657532,0.304654442877292,2022.0,Dallas Keuchel,1988,34.0
852.0,90.99999999999999,2131.0,0.4148681055155875,2022.0,Joe Mantiply,1991,31.0
1056.0,93.6,2222.5,0.2868369351669941,2022.0,Taylor Rogers,1990,32.0
2100.0,92.6153409090909,2436.4375,0.29384328358208955,2022.0,Marcus Stroman,1991,31.0
995.0,92.83305785123967,2296.7561983471073,0.3326133909287257,2022.0,Caleb Thielbar,1987,35.0
1897.0,94.89841101694915,2267.5953389830506,0.2759674134419552,2022.0,Yusei Kikuchi,1991,31.0
961.0,94.78410596026491,2654.2682119205297,0.3630831643002028,2022.0,Jason Adam,1991,31.0
2798.0,94.92605839416059,2265.078102189781,0.3991625959525471,2022.0,Kevin Gausman,1991,31.0
2018.0,95.87214285714288,2017.2357142857143,0.30558375634517765,2022.0,Jon Gray,1991,31.0
3005.0,93.40197255574616,2283.5194132873166,0.3092651757188498,2022.0,Robbie Ray,1991,31.0
1645.0,92.486328125,2078.9832285115303,0.30648769574944074,2022.0,Adrian Sampson,1991,31.0
975.0,92.34676616915424,2149.2487562189053,0.29494949494949496,2022.0,Aaron Sanchez,1992,30.0
1197.0,91.92816091954023,2438.3384615384616,0.24912891986062718,2022.0,Caleb Smith,1991,31.0
1838.0,92.33333333333333,2383.6666666666665,0.3217286914765906,2022.0,Drew Smyly,1989,33.0
870.0,98.37188118811882,2308.1984126984125,0.2923387096774194,2022.0,Ryne Stanek,1991,31.0
2090.0,94.14380952380954,2140.8761904761905,0.2900990099009901,2022.0,Noah Syndergaard,1992,30.0
2708.0,94.09285714285714,2374.656512605042,0.3117816091954023,2022.0,Jameson Taillon,1991,31.0
1256.0,93.2339416058394,2418.439781021898,0.2684124386252046,2022.0,Vince Velasquez,1992,30.0
2434.0,93.75933147632311,2155.802228412256,0.29193037974683544,2022.0,Taijuan Walker,1992,30.0
1158.0,94.87254901960785,2255.6372549019607,0.2811320754716981,2022.0,Rowan Wick,1992,30.0
1395.0,91.20756302521009,2237.6498599439774,0.2749658002735978,2022.0,Trevor Williams,1992,30.0
1011.0,92.71387900355872,2542.4982206405693,0.306,2022.0,Domingo Germán,1992,30.0
2336.0,96.08846737481032,2356.8603945371774,0.3317384370015949,2022.0,Frankie Montas,1993,29.0
1016.0,94.28658823529412,2448.315294117647,0.3187250996015936,2022.0,Héctor Neris,1989,33.0
1454.0,91.74757462686567,2180.0932835820895,0.29750982961992134,2022.0,Eduardo Rodriguez,1993,29.0
845.0,95.18214285714286,2193.714285714286,0.340080971659919,2022.0,Wandy Peralta,1991,31.0
934.0,93.52789598108748,2294.097387173397,0.28600823045267487,2022.0,Mike Mayers,1991,31.0
774.0,,,0.23655913978494625,2022.0,Sam Moll,1992,30.0
940.0,98.87399103139012,2515.892376681614,0.3797216699801193,2022.0,Jacob deGrom,1988,34.0
2772.0,88.45224719101124,1986.8547297297298,0.32673267326732675,2022.0,Marco Gonzales,1992,30.0
